投稿日,タイトル,再生数
2020-05-14,てつやはとしみつからプレゼントされたお肉を持ち帰りません,975804
2020-05-13,【XENO】感覚派の２人が頭脳系ゲームをプレイしてみた結果…,522836
2020-05-12,オリラジ中田さん考案ゲーム｢XENO｣をプレイしてみた,766518
2020-05-11,ごはん大好き好きてつやくん,3557914
2020-05-09,【完全ラスト】旧てつやハウスに別れを告げます,2222770
2020-05-08,ガリガリ君を食べよう,1100577
2020-05-07,【罰】30分耐久一本満足バー,2136688
2020-05-05,【ハマれ】在宅暇なのでメンバーにオススメのコンテンツを強要します,1703022
2020-05-04,【大事件】りょうの首輪が外れなくなってしまいました,3539874
2020-05-02,りょう、旧スタジオでチャーハンを作るの会,2013735
2020-05-01,久々の昼ごはんじゃんけんに集中して欲しい,751970
2020-04-30,トランポリンのスゴ技にチャレンジ＆りょうスラックラインチャレンジ,952228
2020-04-29,マソップ25 答えられなかった難問たち,892388
2020-04-27,【作業用BGM？】｢旅立ちの日に｣合唱 東海オンエアver.,2002151
2020-04-25,【十字架研究】相槌を｢うん｣から変更するじゃんけん,1462268
2020-04-24,てつやはしばゆーに謝りたいことがあるみたい…！,1234644
2020-04-23,りょうに自分はイケメンと認めさせ自撮りをさせたい,2364927
2020-04-22,としみつがいない間に起こったことを報告会,1237159
2020-04-21,としみつ退院おめでとう,1568071
2020-04-20,筋トレしすぎると生活に支障が出るんだね,1398599
2020-04-18,1年前の｢てつやの汗｣を味見してみましょう,411358
2020-04-17,【エグ罰】ゆめまる＆しばゆーは今度こそ禁煙するそうです,1333219
2020-04-16,【段取り悪し】東海オンエア春の新グッズ紹介！,786999
2020-04-15,｢そ｣って言ったら勝ちゲーム,523821
2020-04-14,シチューでご飯が食べられるか否か大戦争,1914139
2020-04-13,しばゆーは財布をなくしました,1340496
2020-04-11,モテたい２,1374381
2020-04-10,モテたい,1871667
2020-04-09,キュンキュンするドラマを観たい男たち,1797565
2020-04-08,東海オンエアにサイン色紙を無限に書いてもらった,517719
2020-04-07,ゆめしゃんの毎日メイク 〜カラコンは入れられないの〜,999840
2020-04-06,あまりにも東海オンエア推しの茶屋がありました,856518
2020-04-04,今年も川のシーズンが終わります,1114666
2020-04-03,てつやととしみつが神戸のおみやげを買ってきてくれた！,973326
2020-04-02,好きなものプレゼン １時間フルver.,851277
2020-03-31,ゆめまるを観覧車に閉じ込めました,1511372
2020-03-30,【広大神経衰弱】お散歩しながら見つけられなかったトランプ捜索,770952
2020-03-28,てつや、千鳥ノブさんから電話がかかってきた(？),1021636
2020-03-27,としみつが手術することをしばゆーに報告します,2893191
2020-03-26,【必修】YouTuberなら一応｢獄激辛｣を食べちまわねえとね,2750267
2020-03-25,しばゆーの2時間生放送 ｢しばゆーと一緒にエア花見をしよう｣ #家で一緒にやってみよう,1309355
2020-03-24,東海サウナ部にてつやが体験入部してきました,2897593
2020-03-23,【プチ罰ゲーム】ちょっと辛いデカペヤングを文系が食べます,1070371
2020-03-21,東海オンエア初めてのカタン Full ver.,5343710
2020-03-20,【個とは】お米を数えながら雑談する動画,590828
2020-03-19,醤油で起こしたり風船で起こしたり,507023
2020-03-17,３Pシュートを決めると女子大生に｢キャーッ！｣って言ってもらえる,1045559
2020-03-16,【作業用】初心者が麻雀を打ちながらおしゃべりする動画,1173981
2020-03-14,【天才？】てつや、水平思考クイズ得意な気がする,2195811
2020-03-13,東海オンエア高跳び大会で負傷者続出！,930240
2020-03-12,第１回槍投げ＆砲丸投げ大会,869645
2020-03-11,3人の顔が揃ったら当たりのスロットです,1005831
2020-03-10,しばゆーの携帯がマネキンに埋め込まれていました,2279500
2020-03-09,｢ニンマリシティへようこそ｣ってなに？,2159764
2020-03-07,【罰ゲーム】ヒーローは１週間両手に何を持つのでしょうか…？,1108327
2020-03-06,第２時限 りょう先生 ｢分数のわり算｣,364611
2020-03-06,第３時限 としみつ先生 ｢子どもはどうやって生まれるの？｣,761450
2020-03-06,第４時限 しばゆー先生 ｢短歌の解釈｣,386110
2020-03-06,第１時限 ゆめまる先生 ｢浮力のしくみについて｣,476683
2020-03-06,第５時限 てつや先生 ｢積分とは｣,562051
2020-03-04,岡山で購入したデニムをメンバーにプレゼント！,1986730
2020-03-03,りょうはズボンを買うとき裾を切らないんだって,1412832
2020-03-02,【クソ暇つぶし】こち亀のページ適当に開いて笑ったら負け,596870
2020-02-29,｢押したら1万円もらえるスイッチ｣延長戦？,1920923
2020-02-28,【脳トレ】誰が１番頭が柔らかいか水平思考クイズで競います,2069241
2020-02-27,【主犯：りょう】てつや！そんな広い川跳び越えられないよ！,1772765
2020-02-26,ゆめまる…どうしたんだ…！,1320743
2020-02-25,【便利】本気で叩いても痛くない棒を発見しました！,772493
2020-02-24,｢vsウィルス！｣という物騒なゲームをプレイしてみます,1191317
2020-02-22,We got souvenirs from London from Ryo.,762175
2020-02-21,【90分作業用】うれしいお知らせと悲しいお知らせがあります,2129235
2020-02-20,磁石がくっついたら負けのゲームがめっちゃイライラする,1149684
2020-02-18,てつやのiphoneが隕石になって降ってきました,2411247
2020-02-17,しばゆーはパンツを履くそうです,1111644
2020-02-15,【超暇人向け】倍速動画、倍速にしない版,464903
2020-02-14,てつや へん,985983
2020-02-13,東海オンエア、病院の健康ごはんを食べる,1873446
2020-02-11,東海オンエアバスケ部を発足させたい,607927
2020-02-10,スタジオに届いた｢大量のプレゼント｣を分け分けします,2004019
2020-02-09,任侠ができるまで,1250556
2020-02-07,東海オンエア卓球王決定戦,815405
2020-02-06,ゆめまる実家探索記,962172
2020-02-05,お世話になっている方々に｢どうしようもない雑魚｣になってしまったことを報告します,745884
2020-02-04,しばゆーがてつやの肛●に突っ込んだ指を後輩たちに嗅がせる動画(？),629805
2020-02-03,てつやは自販機にたくさん金を吸い取られました,1083486
2020-02-01,机の上にガムを捨てた犯人を断罪します,797328
2020-01-31,ジョジョ展に行ってきたのでおみやげをあげちゃってもいいさと考えるんだ,971636
2020-01-30,虫眼鏡、２ヶ月経ったのでもう一度精子の検査をしてみます,2422821
2020-01-29,てつやの昔やってたゲームってなんか特殊じゃない？,457837
2020-01-28,【世代】僕たちが小さい頃大ハマりしたゲームを発表します,759444
2020-01-27,アバンティーズをまんぷく家に連れて行ってあげたい晩ごはんじゃんけん,650907
2020-01-25,としみつとゆめまるは怖い人なのかもしれません…,1878304
2020-01-24,東海オンエアの今年の目標：「通院」,514746
2020-01-23,【運×演技力コント】NGシーンがひどすぎる,1215665
2020-01-22,てつやはもうまんぷく家に来てくれなくなりました,2043507
2020-01-21,【スシトーーク】真東海オンエア、じゃんけん大会の裏側を語る,463213
2020-01-19,2522円のパーティーしながらてつやの映画を語る(視聴前),1829049
2020-01-18,【無知】潰瘍性大腸炎ってどうやら笑えない話らしいですね,1531693
2020-01-16,なぜてつやと虫眼鏡は台湾旅行に連れて行ってもらえなかったのか,2620066
2020-01-15,しばゆー、どうやらR-1ぐらんぷりに出てるらしい,1390248
2020-01-14,しばゆーはとしみつに説教されています,1300069
2020-01-13,【夢雑談】将来は岡崎に家を建てる？東京へ行く？,1718015
2020-01-11,虫眼鏡、やらかす,1868232
2020-01-10,えっ！てつやまた〇〇買ったの！？,1116185
2020-01-09,東海オンエアは髪色派手集団になりました,1723895
2020-01-08,てつやがハマってる早押しクイズのアプリおもしろい,1952180
2020-01-07,｢旅行の旅｣で次に行く県はここだ…！！,1171500
2020-01-06,てつやに大腸ガンの疑いがあるので検査します,1285716
2019-12-30,【雑談②】2019年の東海オンエアを振り返るよっていう動画,1103046
2019-12-29,【雑談】2019年を振り返り損ねた動画,1521815
2019-12-28,【茶番長注意】東海オンエア史上最高額のグッズが出ました,787509
2019-12-27,【なんか届いた】サンタさんはいます(迫真),860937
2019-12-26,東海オンエアクリスマスプレゼント交換会2019,2355084
2019-12-24,隠されたてつやの特技を発見しました,903412
2019-12-23,【ポケモン剣盾】東海オンエアポケモン大会  てつやvs虫眼鏡,836141
2019-12-23,【ポケモン剣盾】東海オンエアポケモン大会  しばゆーvs虫眼鏡,1008723
2019-12-23,【ポケモン剣盾】東海オンエアポケモン大会  てつやvsしばゆー,1151242
2019-12-21,しばゆーにおっぱいがありました,1201991
2019-12-20,【年末年始休みます】としみつさん、クリスマスのご予定は？,1299596
2019-12-19,りょう「イタリア人とドイツ人の見分けもつかないの？」,1080431
2019-12-18,バドミントン大会③【りょうとしvsてつ虫】,195513
2019-12-18,バドミントン大会②【しばゆめvsりょうとし】,218249
2019-12-17,バドミントン大会①【てつ虫vsしばゆめ】,509864
2019-12-16,【ご飯じゃんけん】いちいち嫌がるのをやめればおもしろい結果にはならないはず,1670853
2019-12-15,ゆめまるの私物を視聴者さんにたくさんプレゼントします,478414
2019-12-13,悪いいたずらをしてはいけません,891577
2019-12-12,【医学、しかしお下品】採精します,1479658
2019-12-10,(ある意味)非常識なりょうを裁判にかけます,2036398
2019-12-09,もうすぐ出番なのにゆめまるが寝てるのでおいていきます,627176
2019-12-07,｢それはりょうやん｣ってなったらりょうは罰ゲームね！,2087923
2019-12-06,しばゆーは珍棒を出しすぎてしまいました,988634
2019-12-05,としみつが変なもんたくさん買いました,648082
2019-12-04,キツネを触ろうとすると100％噛まれるらしい,1455192
2019-12-03,てつや＆虫眼鏡、キツネを抱っこする,1435350
2019-12-02,てつやは新幹線に乗れません,1443535
2019-11-30,てつや ｢貯金があると安心というか慢心する｣,1046589
2019-11-29,あれ？てつやまた車買うの？,1459745
2019-11-28,｢東海オンエアクイズ｣ならQuizKnockに勝てる説,1757884
2019-11-27,｢ズノック｣と｢ぷう｣は共存可能なのか？,1643882
2019-11-26,ニトロ爆弾奮闘記　~わがまま先輩たちの昼飯を決めろ~,1339064
2019-11-25,ぽにぽにゆーとぴあのメイク待ち時間,1607306
2019-11-24,ファラオがしばゆーへと継承されました,934780
2019-11-22,てつやのPCは温かい板に変身したらしい,1799812
2019-11-21,泥酔した次の日は禁酒を誓うよね(ただし有効期限２日間),922197
2019-11-20,U-Fesマンチョコで出たシール絶対にPCに貼る遊び,1663259
2019-11-19,AirPodsProすげえ,1928051
2019-11-18,としみつからみなさんにガチお願いがあるそうです,1206071
2019-11-16,しばゆーの語尾に事故が起こってしまいました…,1442564
2019-11-15,東海オンエア単独イベントツアーグッズ紹介でとしみつキレる(?),489058
2019-11-14,泥酔男たちのその後,2722436
2019-11-13,虫眼鏡、ついにレクサスLS納車,3344164
2019-11-12,液体窒素が余ったので好きなものを凍らせていいよ,978332
2019-11-11,てつやが珍しく病院に行ったその理由とは…？,1007988
2019-11-10,【初心】ミルクティーで鼻うがいしてみた！,444564
2019-11-08,流行りの｢芸能人そっくり診断｣をやらざるをえん,1372187
2019-11-07,神休みのおみやげ大交換会！！,2461314
2019-11-06,神休みありがとうございましたァ！！,1340211
2019-11-05,【母親はすごい】てつや、エッグマリポーサ(?)を作る,1067515
2019-11-04,てつや、エッグベネディクトを作る,1743838
2019-11-03,てつやの変化球は普通に打ちにくいです,983086
2019-11-02,ファラオがいなくなってしまいました,953919
2019-10-25,「うんこポーカー」,582778
2019-10-24,【激論は続く】りょうはごめんなさいって言うべき(?),1254688
2019-10-23,【急募】絶対に起きられる目覚まし＆りょうの完璧じゃないところ,1776600
2019-10-22,【急募】iphoneを絶対に無くさない方法,1746893
2019-10-21,てつやは東海オンエアお休み中に｢あそこ｣でオフ会をする(かも)らしい,524458
2019-10-19,ふざけて珍棒を出すのはもう卒業です,999880
2019-10-18,虫眼鏡の珍棒が大公開された件について,2870015
2019-10-17,ダイエット４人衆、１ヶ月で何kg痩せたの？,1192927
2019-10-16,東海オンエアラジオ出張編　〜東海オンエアは愛をつなぐ編〜,310696
2019-10-15,カット多すぎドラマ NG集,880327
2019-10-14,｢DEATH NOTE｣を手に入れてしまいました…！,1138490
2019-10-13,しばゆーの携帯は壊れたしなくなりました,1384684
2019-10-12,犬のかぶるやつ捨てるのはかわいそうだと思いました,594944
2019-10-10,としみつの鼻パンを試食してみました,521314
2019-10-09,逆再生したらカッコよく登場してるみたいになるやつやりたい,5604770
2019-10-08,手作りマシュマロを後輩にも食べてもらいたいのです,597587
2019-10-07,【RedBullの】BoxCartRaceで大爆走カマしてやったわ,802169
2019-10-06,新一３人衆のアフレコ＆車内トーク,1391669
2019-10-04,てつやには非通知の電話がたくさんかかってきます,932092
2019-10-03,東海オンエア2019年最初で最後のプール遊びです,993533
2019-10-02,お昼ごはんにおいしい唐揚げを頼んだはずでしたが…,1957267
2019-10-01,【全国46道府県旅行の旅】２周目始まります！！,989883
2019-09-30,虫眼鏡は27歳になりました,821075
2019-09-29,東海オンエアは怒りました,1503090
2019-09-27,このシルエット、だ〜れだクイズ！,673960
2019-09-26,｢壁｣,673269
2019-09-25,しばゆーはDIYで｢永沢君｣を作ります(？),1085036
2019-09-24,しばゆーの携帯が天高く隠されていました,1971755
2019-09-23,【予告】東海オンエアはお休みをいただきます,1196001
2019-09-22,東海オンエアは今人生の中で一番太っています,1127933
2019-09-20,【遂に】夢にまで見た地元ラーメン店へ...,3244293
2019-09-19,てつやはアカウントを停止されてしまいました,1344231
2019-09-18,ただいま岡崎（ただし本題ではない）,1067654
2019-09-17,虫眼鏡の指から指輪が外れなくなってしまいました,1395827
2019-09-16,東海オンエアラジオ出張編　〜りょうはなぜモテるのか編〜,795817
2019-09-15,てつやのホテルの部屋が劣悪すぎる件について,1543652
2019-09-13,【不潔注意】しばゆーは汚いものをすぐ触っちゃいます,542833
2019-09-12,東海オンエアにお説教をします,1668033
2019-09-11,虫眼鏡のお弁当が誰かに食べられていました,1406039
2019-09-10,これだけで全ての栄養が摂れる｢完全食｣を味見しました,725659
2019-09-09,｢CRAZYpino CONTEST｣優勝者の方を表彰してきました,481052
2019-09-07,東海オンエアラジオ出張編　〜スケベなお便り多すぎの巻〜,507014
2019-09-06,文集クイズ未公開集 としみつ・しばゆー編,500197
2019-09-05,文集クイズ未公開集 てつや・ゆめまる編,624451
2019-09-03,田舎者たち、ガチのタピオカを初めて飲んでみた,2640499
2019-09-02,東海オンエア単独イベントのタイトルをてつやが1分で決めます,477976
2019-09-01,りょうが逆ナンされてしまいました…,1021031
2019-08-31,新しいものが苦手なてつやくんに ｢Uber Eats｣を教えてあげました,2592743
2019-08-30,絶対言えない暴露話をピー音と早送りでなんとかしました,476050
2019-08-29,新グッズの紹介をするのを忘れていました,1082287
2019-08-28,りょう26歳、生まれて初めてフィギュアを買う　in 秋葉原,1075331
2019-08-26,イベント後なにするかじゃんけんで決めます in秋葉原,911756
2019-08-25,ゆめまるのおばあちゃん大喜利でカットした問題たち,561938
2019-08-24,東海オンエアの優雅な休日　〜いい卵かけご飯編〜,3100251
2019-08-22,東京でもスタジオ借りて撮影をするよ,547064
2019-08-21,【マリオメーカー２】理系チーム、自分たちのコースに四苦八苦の図,1271145
2019-08-20,【大罪】大事な撮影データが忽然と消えました,1426597
2019-08-19,撮影失敗の元凶・クソジャムを後輩に食わせます,546287
2019-08-17,【完】第２回東海オンエアランキング 番外編④,1004677
2019-08-16,第２回東海オンエアランキング 番外編③,1139794
2019-08-15,第２回東海オンエアランキング 番外編②,1502855
2019-08-14,第２回東海オンエアランキング番外編①,2177914
2019-08-12,東海オンエアの優雅な休日　〜高級かき氷編〜,2959881
2019-08-11,朝ごはんをつくっているらしい,1923477
2019-08-09,東海オンエアラジオのようすをちょっとお見せして宣伝します,595159
2019-08-08,撮影がめっちゃ早く終わったので優雅に晩ごはんじゃんけん,2117992
2019-08-07,しばゆーがとしみつを｢おもしろく起こす｣らしい,835037
2019-08-06,イベントに遅刻してめっちゃ急いで舞台に上がったらてつやしかいないドッキリ【岡崎城下家康公夏まつり】,1511459
2019-08-05,虫眼鏡がわがままを言ってなんとか昼ごはんを冷やし中華にする動画,3389966
2019-08-04,東海オンエアは東京に引っ越します(しばらく),1075169
2019-08-02,川の中で押し相撲してみた,839417
2019-08-01,またとある企業さんからお手紙が届きました,922189
2019-07-31,新しい東海オンエアぬいぐるみ(とか)が出たぞ！！,635069
2019-07-30,調子に乗って恋バナしてたら絶望した,2229396
2019-07-29,虫眼鏡、彼女と別れました,5466168
2019-07-27,としみつがTik Tokを始めたぁ〜！！！！,964036
2019-07-26,虫眼鏡、タピオカを飲みに台湾へ,1598521
2019-07-25,りょう、華麗なるシンガポール日帰り旅,814349
2019-07-24,撮影スタジオにファラオがいました,1470345
2019-07-23,【ネタバレ注意】１ヶ月ファラオ生活…どうなんの？,3614645
2019-07-22,てつやのネックレスが氷漬けになっていた…！！,837614
2019-07-20,てつやのSDカードの中にとんでもない映像が記録されていました,1365833
2019-07-19,大偉業を達成しました…,1184903
2019-07-18,大怪盗しばゆー、再び参上,1850620
2019-07-17,としみつハピバ！！,1273808
2019-07-16,【新スタジオ初】22時半、晩ごはんはじゃんけんで決めます,2222163
2019-07-14,虫眼鏡の新車をみんなの多数決で決めます,1912777
2019-07-13,東海オンエアは彦星にもなります,949346
2019-07-12,ネタ会議でとしみつのネタがボツになりそうなのでカメラを回しました,1438246
2019-07-11,てつやの大事なバジュラモジュラに誰かがふんどしを履かせました,1882695
2019-07-10,メンバーがアフロになっていました,1764112
2019-07-09,てつやを起こしたら負けチキンレース,1019759
2019-07-08,てつやに彼女ができたらバジュラモジュラはどうなるの？,2180875
2019-07-06,虫眼鏡の車が(超小規模)衝突事故に巻き込まれました,1519792
2019-07-05,虫眼鏡の電話番号が流出してしまいました…,2149954
2019-07-04,しばゆーの八本木探索冒険譚,1193798
2019-07-03,東海オンエアで一番頭おかしいのはりょうではないのか？,2013002
2019-07-02,てつやの車で流れる大人のビデオのお話,1701460
2019-07-01,とある企業さんから丁寧なお手紙が届きました,1095209
2019-06-29,好き勝手に食べたいものを言うと全部叶えてくれる後輩がいるんだ,2693067
2019-06-28,てつやのお人形さんにみんなで名前をつけてあげました,2640395
2019-06-27,てつやくんの家にラブドールが届きました,3654632
2019-06-26,男の子ってフィギュア集めがちだよね,918375
2019-06-25,旅行の旅・5周目のくじ引きをします,1059922
2019-06-24,｢ザ・ソース｣よりも辛い物質を用意したんですが…,2005579
2019-06-23,りょうに誕プレを買おうとしたらなんか色々起こりました,3950245
2019-06-21,ピザ反省会 ＆ 文理対抗ボードゲーム大会結果発表,1687206
2019-06-20,てつやの高級車｢i8｣が大破していまいました,1908496
2019-06-19,東海オンエアはたま〜に方言を使っちゃうと認めます,2421111
2019-06-18,結局身長が高い奴が戦いでは生き残るのだ,1167830
2019-06-16,てつやが家具なんでもくれるって言った！！,2687476
2019-06-15,としみつがすごくいいものを買ったらしくセールスしてきます,929059
2019-06-14,第１回　東海オンエアバレー大会,803885
2019-06-13,先日の動画で怪しい判定があったのでリプレイ検証を行います,1284420
2019-06-12,岡崎市に｢光るラーメン｣ができたらしい,966324
2019-06-11,りょうハッピバースデー,757888
2019-06-10,てつやの家にバンクシー(？)が来たらしい,1321975
2019-06-09,【おみやげもある】りょうがスペインから帰ってきました,1437881
2019-06-07,【おまけあり】てつやの家で一番寝やすい布団はどれだ！,1829718
2019-06-06,てつしば虫、１ヶ月のダイエット対決の結果は…？,1605479
2019-06-05,しばゆーは病気だったらしい,1710053
2019-06-04,ゆめまるはタバコをやめます,1514255
2019-06-03,【バレー】素人6人 vs 経験者3人ならいい勝負ができるはず！,1178489
2019-06-01,りょうの夢が叶ったらしい…！,1279515
2019-05-31,【実は】寝ない旅からの帰宅中に命の危機に陥った人がいます,3552609
2019-05-30,としみつがCDくれた！！,885547
2019-05-29,｢第2回寝たら即帰宅の旅｣未公開動画集その４,1099645
2019-05-28,｢第2回寝たら即帰宅の旅｣未公開動画集その３ ソフテニ編,564998
2019-05-27,｢第2回寝たら即帰宅の旅｣未公開動画集その２,1930099
2019-05-26,｢第2回寝たら即帰宅の旅｣未公開動画集その１,3300592
2019-05-24,後輩・ニトロ爆弾くんから東海オンエアにお願いがあるそうです,1795415
2019-05-23,第１回 東海オンエアスマブラ最強決定戦！,1657216
2019-05-21,｢としみつの娘とは絶対に結婚したくないなぁ｣←わかる,1404375
2019-05-20,この人たち彼女いません…なんで？,1593901
2019-05-19,てつやをごはんに誘ったら恋バナ(？)始まった,2024564
2019-05-18,【しかるべき格好で】今年も岡崎観光伝道師の任命式へ行ってきました,1496719
2019-05-17,久しぶりにタカオカさん(バディ)が岡崎に来ました,1575872
2019-05-16,【第2回】文理対抗 ３on３対決,592729
2019-05-14,ゆめまる&しばゆーの表参道デート！【フル】,773582
2019-05-13,録音した音声だけで質問コーナー！【フル】,525418
2019-05-12,東海オンエアグッズのデザインをしてくれている方がいいものをくれました,637865
2019-05-11,ダイエット中にりょうが｢家系ラーメン食べよう｣と誘ってきた,1718128
2019-05-10,【真の人気県はどこだ】47都道府県お土産争奪ドラフト！,2214268
2019-05-08,しばゆーとゆめまるは｢てつやと同じテロップ｣入れられるの？,1180635
2019-05-07,セラヤTVのお二人に初めてお会いしました！！,2916699
2019-05-06,ゆめまるがなぜかてつやのイベント衣装を着てます,743354
2019-05-05,語尾｢だってばよ｣、なかなかスベってる説,1781415
2019-05-03,としみつが令和の間中やりつづけるポーズを決め忘れてました,1257349
2019-05-02,新・水溜りオンエアグッズも素晴らしい出来栄えですね,509483
2019-05-01,令和最初の1ヶ月、じゃんけんで負けた奴の語尾が変わります,2506522
2019-04-30,｢Hey Hey 俺がりょうだぜ Say Yeah｣とは今日でお別れです,2371262
2019-04-29,本当に自分のお金を賭けたカジノの結果は…？,1783696
2019-04-28,てつやの足の角質を取ってツルツルにしてみたい！,1617229
2019-04-27,しばゆーの失くした携帯をなぜか居候が持っていました,1081531
2019-04-26,てつやがジャージに着替えたら,1576129
2019-04-25,てつや＆虫眼鏡、アルバイト時代の思い出ランキング,4165606
2019-04-24,東海オンエアが春の新グッズを紹介してる動画,580648
2019-04-23,ゴミ箱シュートもうちょっとだけやりたいな,912191
2019-04-22,第１回 ３on３対決,1076702
2019-04-20,東海オンエア、ダイエット対決をします,1802387
2019-04-19,りょうの土下座の理由とは…？,3482761
2019-04-18,【今更】ついにとしみつ・りょうの退職祝いができるぞ！牛角だ！,1947929
2019-04-17,なんでしばゆーは着替えるだけで面白い？,1194159
2019-04-15,りょうは針金のハンガーを知らないらしい,3222949
2019-04-14,あれ？ゆめまるって確かスペイン行ってたよね？,911251
2019-04-13,【罰ゲーム】しばゆー、自作のシャンプーを試してみました,1053921
2019-04-12,としみつ vs ふぇると　３打席ガチ対決,539497
2019-04-10,東海オンエアが｢絶対観たほうがいい映画｣を教えてあげる！,1489243
2019-04-09,てつやの超高級車が届きました,5841388
2019-04-08,虫眼鏡スライディング補習 ＆ 御曹司、走る,652464
2019-04-06,虫眼鏡、やっぱり人気ない説,3876444
2019-04-05,りょうの財布を隠してやった(はずだったのに),2922403
2019-04-04,あの伝説の企画「旅行の旅」が復活します！！,1948482
2019-04-03,イケメンになったてつやを初めて見るメンバーの反応は？,4509387
2019-04-02,外務省さんとのお仕事にゆめまるが遅刻してきました,933652
2019-04-01,りょう、個人チャンネル始めます,4353280
2019-03-31,なんと外務省から東海オンエアにお仕事が来ました…！,1285241
2019-03-30,49本のビールを飲んだゆめまる、｢最高の1本｣を教えます,1607433
2019-03-29,りょうの退職祝いに伝統の｢あのお店｣に行きましょう,2437020
2019-03-27,【閲覧注意】漏らしました,827783
2019-03-26,てつやは雑なイタズラをされがちです (未公開シーンもあるよ),1764385
2019-03-25,てつやが寝ちゃったのでみんなで起こしてあげます,1596394
2019-03-23,てつや、とんでもないものを買うらしい,3279910
2019-03-22,後輩に｢メンバーそれぞれに合った昼ごはんを買ってきて｣とお願いした結果…,3457518
2019-03-21,(部屋にネットがあったから)本気でウインドミルの練習してみた,727394
2019-03-20,この中の１人がてつや(のうん)コーヒーを飲みます,1567099
2019-03-19,東海オンエアは合コンがしたいらしい (特に女子アナと看護師),1121469
2019-03-18,Twitterで流行ってる免許証の診断みたいなやつやってみた,1585106
2019-03-16,虫眼鏡行きつけの｢理系バー｣を紹介してあげます,763376
2019-03-14,あれ？ゆめまる罰ゲームサボったよね？,1030618
2019-03-13,第１回 東海オンエア遠投対決！,1154265
2019-03-12,としみつの新スマホケースが到着したよ！,956763
2019-03-11,メンバーの1人が電柱になっていたらとし・しばはなんて反応する？,1390792
2019-03-09,てつやが｢カロム｣を買いました,1896957
2019-03-08,「サブチャンネル撮って！」と言ってしばゆーにカメラを渡してみました,911617
2019-03-07,レンゲが立つラーメン屋｢大岩亭｣へ行ってきました,2708466
2019-03-06,【肌チェッカー】東海オンエアで1番お肌がプルプルなのは誰だ！？,1291343
2019-03-05,今夜は話し合いで晩ご飯を決めます,2460597
2019-03-04,てつやだけだとかわいそう！もう一人スマホケースを変更しよう！,1583255
2019-03-02,虫眼鏡のスマホがスルメの箱の中に入っていました,4922270
2019-03-01,深夜テンションでおもしろいものを見つけました,692685
2019-02-28,てつやにオリジナルのスマホケースをプレゼントしてあげました,1496373
2019-02-27,ゆめまると虫眼鏡のすべりそうな話,443750
2019-02-26,りょう ロンドンで不運の連続,700869
2019-02-25,りょう ロンドンへ行く,1005072
2019-02-23,はしゃぎすぎた飲み会の反省会をします,1009630
2019-02-22,｢晩ごはんなにがいい？｣｢なんでもいい｣は大罪,4399746
2019-02-21,しばゆーにてつやの汗と涙の結晶をなめさせたらちょっといい動画になった,2598112
2019-02-20,【横暴チャンネル】じゃんけんに負けた人は趣味が一つ増えます,1191435
2019-02-19,財布にシールを貼っただけなのに…超高級時計が…あんなことに…,1950915
2019-02-18,てつやの財布にシールを貼ったら話が発展しすぎた,3235020
2019-02-16,【サブサブ】なんかタイミング逃してアップしてなかったサブ動画集,2649472
2019-02-15,てつや、超高額腕時計どこにやったの？,1195032
2019-02-14,YouTubeさんから届いたスーツケース争奪じゃんけん,1564264
2019-02-13,てつやのシルバーカーをご紹介します,1608185
2019-02-12,せっかくなので普通のルールでダーツ対決！,1128219
2019-02-11,めがねふんじゃった,1098091
2019-02-10,お腹ペコペコなのにまたりょうがカメラを回しました２,1690553
2019-02-09,お腹ペコペコなのにまたりょうがカメラを回しました,694778
2019-02-08,【ゲーム実況？】980円で買ったプレイコンピュータで遊びます,1712792
2019-02-07,アルファベットの商品たちはスタッフが美味しくいただきました,1618535
2019-02-06,SO(スタンディングオベーション)、最初の試練につまづく,844176
2019-02-05,【てつやプレゼンツ】ありがたいお話の後のSOについて,839846
2019-02-04,サブチャンネル200万人のお祝いが届きました,1044306
2019-02-02,しばゆー！ちゃんと座らなきゃダメでしょ！,1254750
2019-02-01,ゆめまるがスペインみやげを買ってきてくれました,881220
2019-01-31,てつやの大好きなアイドルグループの活動休止宣言がありました,1841363
2019-01-30,１週間喫煙罰ゲームのタバコを選ぶ動画,3748474
2019-01-29,インフルエンザの虫ハウスを襲撃します,2450959
2019-01-28,てつゆめNY旅行記 ～カジノの結果はいかに〜,656222
2019-01-27,チャンネルメンバーシップについて,1264001
2019-01-26,てつゆめNY旅行記 ～購入品紹介＆実は帰りたい編〜,1342247
2019-01-25,てつゆめNY旅行記 ～野生のキャプテン・アメリカには気をつけろ〜,643720
2019-01-23,【負けたらクラブでポテチ】後輩と一緒に晩ご飯会議,1818034
2019-01-22,【時計…？】としみつ、謎のアレルギー発症の巻,897863
2019-01-21,チャンネルメンバーシップ専用の挨拶を考えようのコーナー,924505
2019-01-18,なぜかてつやだけ9時集合でした(?),4051454
2019-01-17,【６人大乱闘】第１回晩御飯決めスマブラ,2560883
2019-01-15,ドラえもん超脳力マシンで遊ぼう！,1207907
2019-01-14,しばゆーハワイでうんこ漏らし事件の事情聴取をします,2335617
2019-01-12,そういえばとしみつ、プーマのお財布から解放されます,1559640
2019-01-11,東海オンエア年末旅行のお土産大交換会！,3151696
2019-01-10,【気づいた？】先月公開したとある動画でみなさんを騙していました,1372171
